1,es,1,1,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-1.wav, HA TENIDO DOLOR DE CABEZA
1,es,1,10,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-10.wav, VENDE SUS DISEÑOS EN DIFERENTES AMLACENES DE LA CIUDAD
1,es,1,11,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-11.wav, HA DEMOSTRADO SER BUEN HIJO
1,es,1,12,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-12.wav, TENEMOS OPCIÓN DE ELEGIR EL MEJOR
1,es,1,13,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-13.wav, QUIÉN IBA CONDUCIENDO
1,es,1,14,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-14.wav, LLEGARON DE SORPRESA MIS MEJORES AMIGOS
1,es,1,15,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-15.wav, SIEMPRE TENÍA QUE SALIRSE CON LA SUYA
1,es,1,16,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-16.wav, EL PERRON TENÍA LAS PATAS CONGELADAS
1,es,1,17,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-17.wav, EL DIVORCIO DEBE SER LA ULTIMA ALTERNATIVA DE UN MATRIMONIO
1,es,1,18,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-18.wav, MAÑANA TE DOY EL DINERO QUE ESTA PENDIENTE
1,es,1,19,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-19.wav, POR QUÉ MURIÓ EL PERRO
1,es,1,2,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-2.wav, BUSCO UNA BUENA EXCUSA PARA CAMBIAR DE SALÓN
1,es,1,20,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-20.wav, ESTOY OYENDO LAS NOTICIAS Y SON MUY TRISTES
1,es,1,3,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-3.wav, OBTUVE UN RESULTADO INESPERADO EN EL EXAMEN DE CIENCIAS
1,es,1,4,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-4.wav, NUNCA PENSÉ QUE TERMINAR FUERA TAN SATISFACTORIO
1,es,1,5,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-5.wav, TIENE UNA FUERTE REACCIÓN ALÉRGICA AL MANÍ
1,es,1,6,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-6.wav, LA ESPOSA DE MI HERMANO LLEGO MUY CANSADA DE TRABAJAR
1,es,1,7,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-7.wav, QUIERO IR ESTA NOCHE A TOMAR ALGO
1,es,1,8,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-8.wav, PREPARÓ POR PRIMERA VEZ ARROZ CON CAMARONES
1,es,1,9,azbio_spanish_quiet/AzBio_Spanish_Quiet_List1_Sentence-9.wav, SE PRESENTABA TODOS LOS DOMINGOS POR LA TARDE
1,es,10,1,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-1.wav, SE TIENEN GRANDES PREGUNTAS DEL TRABAJO
1,es,10,10,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-10.wav, EL RUIDO HIZO ENOJAR BASTANTE A MI VECINO
1,es,10,11,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-11.wav, ESE SEÑOR USA UN BIGOTE FALSO
1,es,10,12,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-12.wav, LOS PROFESORES DE AQUEL COLEGIO DEJABAN MUCHO QUE DESEAR
1,es,10,13,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-13.wav, POR FAVOR ME AVISA CUANDO ESTE DISPONIBLE
1,es,10,14,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-14.wav, CUÉNTAME ALGO INTERESANTE QUE HAYA PASADO HOY
1,es,10,15,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-15.wav, LE GUSTAN MUCHO LAS SALSAS CON TODAS SUS COMIDAS
1,es,10,16,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-16.wav, ESPERABA QUE SU HIJO HEREDARA SU TALENTO
1,es,10,17,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-17.wav, ESTE TRABAJO ME PRODUCE MUCHA FRUSTRACIÓN
1,es,10,18,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-18.wav, POR SER EL MAYOR ES SU SOBRINO PREFERIDO
1,es,10,19,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-19.wav, NECESITO UN MASAJE CON URGENCIA
1,es,10,2,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-2.wav, NO PIERDAS DE VISTA ESTOS PAPELES
1,es,10,20,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-20.wav, ES MUY TARDE Y AUN NO EH DESAYUNADO
1,es,10,3,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-3.wav, LA PRINCESA ESTABA PEINADA Y ARREGLADA PARA ASISTIR A LA CENA
1,es,10,4,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-4.wav, LLAMABA LA ATENCIÓN POR EL COLOR
1,es,10,5,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-5.wav, NO CONSERVARON LOS REPORTES FINALES
1,es,10,6,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-6.wav, ME PREGUNTO CUÁNTO GANA UN AGENTE DE VIAJES
1,es,10,7,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-7.wav, LLEGARÉ LO MÁS TEMPRANO QUE PUEDA
1,es,10,8,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-8.wav, EL MEDICAMENTO TUVO UN EFECTO MUY RÁPIDO
1,es,10,9,azbio_spanish_quiet/AzBio_Spanish_Quiet_List10_Sentence-9.wav, CRUCE LA CALLE CON CUIDADO
1,es,11,1,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-1.wav, RECUERDAS EL AMULETO PARA LA BUENA SUERTE
1,es,11,10,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-10.wav, REMODELO EL BAÑO Y LA COCINA DE SU CASA
1,es,11,11,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-11.wav, EL GATO ESTA MUY CÓMODO EN SU CASA
1,es,11,12,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-12.wav, LA CLASE TERMINÓ MUY TARDE Y NO PUDIERON SALIR A BAILAR
1,es,11,13,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-13.wav,SU HOSPITALIDAD ES INIGUALABLE
1,es,11,14,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-14.wav, ME LLAMARON DEL BANCO PARA RETIRAR EL CHEQUE
1,es,11,15,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-15.wav, SONREÍA DE OREJA A OREJA
1,es,11,16,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-16.wav, POR LA REPARACIÓN NOS COBRARON MUCHO DINERO
1,es,11,17,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-17.wav, SUS ZAPATOS SON MUY SUAVES Y CÓMODOS
1,es,11,18,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-18.wav, LA INTELIGENCIA ERA SU PRINCIPAL CUALIDAD
1,es,11,19,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-19.wav,DEBES VIVIR FELIZ CON LA LINDA FAMILIA QUE TIENES
1,es,11,2,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-2.wav, NO CREO QUE ESTÉN BIEN COCIDOS ESOS HUEVOS
1,es,11,20,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-20.wav, FINALMENTE DECIDIÓ QUE NO SE DEJARÍA MALTRATAR MÁS
1,es,11,3,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-3.wav, LOS SENTIMIENTOS DE LAS PERSONAS SON LO QUE REALMENTE CUENTAN
1,es,11,4,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-4.wav, ESPERO QUE HAYAS REFLEXIONADO LO SUFICIENTE
1,es,11,5,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-5.wav, DECÍA SER EJEMPLAR PERO NO CONTROLABA SU TEMPERAMENTO
1,es,11,6,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-6.wav, LOS NIÑOS NO PUEDEN JUGAR EN LA PISCINA
1,es,11,7,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-7.wav, DESPUÉS DE ESE PROBLEMA NO REGRESO
1,es,11,8,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-8.wav, RECIBIÓ MUCHOS ABRAZOS DE TODOS LOS NIÑOS
1,es,11,9,azbio_spanish_quiet/AzBio_Spanish_Quiet_List11_Sentence-9.wav, LOS REALITIES TIENEN UNA GRAN ACOGIDA
1,es,12,1,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-1.wav, ME PUEDES DAR LA DIRECCIÓN DE TU CASA
1,es,12,10,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-10.wav, A SU PAPÁ LO ASCENDIERON EN EL TRABAJO
1,es,12,11,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-11.wav, ESTABA PENSANDO EN TI Y EN LO QUE DIJISTE
1,es,12,12,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-12.wav, ME PARECE QUE HAY ALGO DIFERENTE EN TI
1,es,12,13,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-13.wav, SE ACCIDENTO AL BAJAR LAS ESCALERAS
1,es,12,14,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-14.wav, ME ENCANTA PASAR TIEMPO CON MIS SOBRINAS
1,es,12,15,azbio_spanish_quiet/AzBio_Spanish_Quiet_List12_Sentence-15.wav, LA JOVEN TIENE MIEDO DE IR AL MÉDICO
